Species,Individual,Twig,Major diameter,Minor diameter,Area,,,,,,,,
GNE,GNE02,GNE02-01-01,44.149,28.146,868.062,,,,,,,,
GNE,GNE02,GNE02-01-01,42.666,34.971,1018.304,,,,,,,,
GNE,GNE02,GNE02-01-01,45.854,34.151,996.84,,,,,,,,
GNE,GNE02,GNE02-01-01,92.265,62.266,4290.23,,,,,,,,
GNE,GNE02,GNE02-01-02,67.441,44.567,2118.059,,,,,,,,
GNE,GNE02,GNE02-01-02,32.445,26.496,630.015,,,,,,,,
GNE,GNE02,GNE02-01-02,85.13,43.756,1994.916,,,,,,,,
GNE,GNE02,GNE02-01-02,56.78,48.123,1778.82,,,,,,,,
GNE,GNE02,GNE02-01-02,81.988,45.147,2413.602,,,,,,,,
GNE,GNE02,GNE02-01-02,87.79,49.528,3196.156,,,,,,,,
GNE,GNE02,GNE02-01-02,52.619,27.631,974.021,,,,,,,,
GNE,GNE02,GNE02-01-02,71.156,41.254,1974.26,,,,,,,,
GNE,GNE02,GNE02-01-02,37.489,25.211,608.565,,,,,,,,
GNE,GNE02,GNE02-01-02,43.374,29.912,867.562,,,,,,,,
GNE,GNE02,GNE02-01-03,44.003,20.455,731.646,,,,,,,,
GNE,GNE02,GNE02-01-03,75.841,54.8,2589.632,,,,,,,,
GNE,GNE02,GNE02-01-03,63.768,51.832,2232.905,,,,,,,,
GNE,GNE02,GNE02-01-03,72.06,52.124,2548.502,,,,,,,,
GNE,GNE02,GNE02-01-03,60.483,39.33,1641.26,,,,,,,,
GNE,GNE02,GNE02-01-03,62.994,42.891,1933.919,,,,,,,,
GNE,GNE02,GNE02-01-03,68.337,52.201,2671.893,,,,,,,,
GNE,GNE02,GNE02-01-03,65.07,48.915,2319.121,,,,,,,,
GNE,GNE02,GNE02-01-03,53.731,34.801,1250.522,,,,,,,,
GNE,GNE02,GNE02-01-03,48.133,40.171,1301.144,,,,,,,,
GNE,GNE02,GNE02-02-01,78.134,51.331,2841.381,,,,,,,,
GNE,GNE02,GNE02-02-01,73.523,59.443,3097.168,,,,,,,,
GNE,GNE02,GNE02-02-01,79.34,40.523,2370.193,,,,,,,,
GNE,GNE02,GNE02-02-01,70.504,43.345,2042.341,,,,,,,,
GNE,GNE02,GNE02-02-01,45.35,21.357,647.784,,,,,,,,
GNE,GNE02,GNE02-02-01,45.931,20.998,582.055,,,,,,,,
GNE,GNE02,GNE02-02-01,49.786,32.392,1187.076,,,,,,,,
GNE,GNE02,GNE02-02-01,82.458,37.391,2237.944,,,,,,,,
GNE,GNE02,GNE02-02-01,41.282,28.754,861.6,,,,,,,,
GNE,GNE02,GNE02-02-01,28.281,19.498,386.453,,,,,,,,
GNE,GNE02,GNE02-02-02,52.367,28.677,1014.417,,,,,,,,
GNE,GNE02,GNE02-02-02,52.075,33.621,1168.995,,,,,,,,
GNE,GNE02,GNE02-02-02,68.278,41.982,2114.298,,,,,,,,
GNE,GNE02,GNE02-02-02,73.012,42.431,2212.396,,,,,,,,
GNE,GNE02,GNE02-02-02,82.417,45.878,2594.382,,,,,,,,
GNE,GNE02,GNE02-02-02,41.666,19.199,504.608,,,,,,,,
GNE,GNE02,GNE02-02-02,43.796,34.708,1005.499,,,,,,,,
GNE,GNE02,GNE02-02-02,28.146,17.678,326.992,,,,,,,,
GNE,GNE02,GNE02-02-02,14.832,7.54,71.344,,,,,,,,
GNE,GNE02,GNE02-02-02,37.019,20.116,513.526,,,,,,,,
GNE,GNE02,GNE02-02-03,71.827,56.275,3050.48,,,,,,,,
GNE,GNE02,GNE02-02-03,77.282,47.429,2758.591,,,,,,,,
GNE,GNE02,GNE02-02-03,89.504,46.978,3016.985,,,,,,,,
GNE,GNE02,GNE02-02-03,83.931,51.406,3345.559,,,,,,,,
GNE,GNE02,GNE02-02-03,80.204,53.5,2682.828,,,,,,,,
GNE,GNE02,GNE02-02-03,52.84,28.719,996.091,,,,,,,,
GNE,GNE02,GNE02-02-03,57.495,30.77,1360.554,,,,,,,,
GNE,GNE02,GNE02-02-03,33.806,25.803,613.286,,,,,,,,
GNE,GNE02,GNE02-02-03,24.877,14.289,265.571,,,,,,,,
GNE,GNE02,GNE02-02-03,16.85,14.685,176.25,,,,,,,,
GNE,GNE03,GNE03-01-01,51.408,40.316,1397.729,,,,,,,,
GNE,GNE03,GNE03-01-01,45.732,38.184,1298.852,,,,,,,,
GNE,GNE03,GNE03-01-01,86.929,66.007,3456.749,,,,,,,,
GNE,GNE03,GNE03-01-01,48.657,33.797,1182.572,,,,,,,,
GNE,GNE03,GNE03-01-01,74.545,42.691,2233.835,,,,,,,,
GNE,GNE03,GNE03-01-01,36.671,26.842,704.797,,,,,,,,
GNE,GNE03,GNE03-01-01,69.378,59.708,3035.136,,,,,,,,
GNE,GNE03,GNE03-01-01,56.482,37.739,1588.364,,,,,,,,
GNE,GNE03,GNE03-01-01,57.212,41.411,1780.582,,,,,,,,
GNE,GNE03,GNE03-01-01,49.118,39.775,1331.283,,,,,,,,
GNE,GNE03,GNE03-01-02,77.981,53.306,3029.728,,,,,,,,
GNE,GNE03,GNE03-01-02,80.452,76.431,4623.945,,,,,,,,
GNE,GNE03,GNE03-01-02,77.277,72.452,4078.45,,,,,,,,
GNE,GNE03,GNE03-01-02,122.124,100.618,6774.023,,,,,,,,
GNE,GNE03,GNE03-01-02,83.717,45.771,2547.237,,,,,,,,
GNE,GNE03,GNE03-01-02,76.619,56.694,3150.95,,,,,,,,
GNE,GNE03,GNE03-01-02,61.334,41.973,1834.266,,,,,,,,
GNE,GNE03,GNE03-01-02,85.88,64.257,3799.323,,,,,,,,
GNE,GNE03,GNE03-01-02,44.652,37.142,1264.048,,,,,,,,
GNE,GNE03,GNE03-01-02,37.004,22.326,573.407,,,,,,,,
GNE,GNE03,GNE03-01-03,70.643,55.991,2886.296,,,,,,,,
GNE,GNE03,GNE03-01-03,74.062,44.487,2393.109,,,,,,,,
GNE,GNE03,GNE03-01-03,49.57,39.983,1414.649,,,,,,,,
GNE,GNE03,GNE03-01-03,61.45,46.496,2135.036,,,,,,,,
GNE,GNE03,GNE03-01-03,63.115,37.119,1625.224,,,,,,,,
GNE,GNE03,GNE03-01-03,61.963,47.785,2180.159,,,,,,,,
GNE,GNE03,GNE03-01-03,32.252,17.56,379.984,,,,,,,,
GNE,GNE03,GNE03-01-03,57.006,42.061,1780.384,,,,,,,,
GNE,GNE03,GNE03-01-03,59.719,48.641,1906.254,,,,,,,,
GNE,GNE03,GNE03-01-03,41.399,33.386,936.503,,,,,,,,
GNE,GNE03,GNE03-02-01,72.64,51.82,2813.882,,,,,,,,
GNE,GNE03,GNE03-02-01,93.745,82.418,5774.644,,,,,,,,
GNE,GNE03,GNE03-02-01,77.813,50.927,2909.673,,,,,,,,
GNE,GNE03,GNE03-02-01,114.867,69.69,5846.488,,,,,,,,
GNE,GNE03,GNE03-02-01,82.841,40.317,2596.754,,,,,,,,
GNE,GNE03,GNE03-02-01,75.48,42.886,2165.691,,,,,,,,
GNE,GNE03,GNE03-02-01,48.552,35.882,1353.058,,,,,,,,
GNE,GNE03,GNE03-02-01,53.264,37.488,1396.963,,,,,,,,
GNE,GNE03,GNE03-02-01,37.578,29.44,733.605,,,,,,,,
GNE,GNE03,GNE03-02-01,37.408,30.699,840.572,,,,,,,,
GNE,GNE03,GNE03-02-02,73.912,50.598,2840.459,,,,,,,,
GNE,GNE03,GNE03-02-02,101.738,62.342,4648.964,,,,,,,,
GNE,GNE03,GNE03-02-02,73.23,53.076,2916.841,,,,,,,,
GNE,GNE03,GNE03-02-02,97.059,51.845,3299.547,,,,,,,,
GNE,GNE03,GNE03-02-02,104.542,69.16,5350.724,,,,,,,,
GNE,GNE03,GNE03-02-02,84.419,59.837,3416.507,,,,,,,,
GNE,GNE03,GNE03-02-02,65.814,41.041,2010.599,,,,,,,,
GNE,GNE03,GNE03-02-02,71.359,57.148,2807.837,,,,,,,,
GNE,GNE03,GNE03-02-02,30.091,20.516,426.467,,,,,,,,
GNE,GNE03,GNE03-02-02,59.503,30.992,1248.37,,,,,,,,
GNE,GNE03,GNE03-02-03,72.018,55.119,3117.028,,,,,,,,
GNE,GNE03,GNE03-02-03,61.988,38.475,1725.925,,,,,,,,
GNE,GNE03,GNE03-02-03,89.219,67.815,4198.023,,,,,,,,
GNE,GNE03,GNE03-02-03,77.535,40.622,1922.034,,,,,,,,
GNE,GNE03,GNE03-02-03,85.719,41.926,2412.309,,,,,,,,
GNE,GNE03,GNE03-02-03,52.322,35.538,1158.323,,,,,,,,
GNE,GNE03,GNE03-02-03,62.862,41.357,1556.92,,,,,,,,
GNE,GNE03,GNE03-02-03,44.329,32.998,1013.233,,,,,,,,
GNE,GNE03,GNE03-02-03,36.476,25.865,628.189,,,,,,,,
GNE,GNE03,GNE03-02-03,40.109,23.579,534.917,,,,,,,,
GNE,GNE06,GNE06-01-01,74.401,23.754,1218.296,,,,,,,,
GNE,GNE06,GNE06-01-01,94.532,71.543,4765.967,,,,,,,,
GNE,GNE06,GNE06-01-01,73.839,54.362,2872.605,,,,,,,,
GNE,GNE06,GNE06-01-01,59.362,44.637,2023.61,,,,,,,,
GNE,GNE06,GNE06-01-01,53.737,42.776,1611.423,,,,,,,,
GNE,GNE06,GNE06-01-01,36.189,29.409,779.106,,,,,,,,
GNE,GNE06,GNE06-01-01,46.247,25.557,914.913,,,,,,,,
GNE,GNE06,GNE06-01-01,28.919,25.588,536.876,,,,,,,,
GNE,GNE06,GNE06-01-01,56.398,50.934,2091.911,,,,,,,,
GNE,GNE06,GNE06-01-01,98.796,75.756,5754.741,,,,,,,,
GNE,GNE06,GNE06-01-02,65.339,33.364,1516.441,,,,,,,,
GNE,GNE06,GNE06-01-02,63.266,42.263,1556.118,,,,,,,,
GNE,GNE06,GNE06-01-02,93.64,61.575,3844.667,,,,,,,,
GNE,GNE06,GNE06-01-02,78.966,53.867,3405.049,,,,,,,,
GNE,GNE06,GNE06-01-02,78.643,61.398,3504.241,,,,,,,,
GNE,GNE06,GNE06-01-02,61.285,43.236,1998.909,,,,,,,,
GNE,GNE06,GNE06-01-02,49.414,42.346,1557.705,,,,,,,,
GNE,GNE06,GNE06-01-02,23.77,21.001,361.851,,,,,,,,
GNE,GNE06,GNE06-01-02,27.326,22.536,461.043,,,,,,,,
GNE,GNE06,GNE06-01-02,26.575,19.598,395.179,,,,,,,,
GNE,GNE06,GNE06-01-03,81.986,54.609,2983.777,,,,,,,,
GNE,GNE06,GNE06-01-03,66.773,55.402,2359.875,,,,,,,,
GNE,GNE06,GNE06-01-03,100.502,51.674,3341.767,,,,,,,,
GNE,GNE06,GNE06-01-03,51.95,38.104,1500.223,,,,,,,,
GNE,GNE06,GNE06-01-03,38.815,25.837,771.543,,,,,,,,
GNE,GNE06,GNE06-01-03,59.239,47.755,2178.895,,,,,,,,
GNE,GNE06,GNE06-01-03,37.228,25.837,724.711,,,,,,,,
GNE,GNE06,GNE06-01-03,25.528,18.144,337.352,,,,,,,,
GNE,GNE06,GNE06-01-03,49.805,40.004,1451.803,,,,,,,,
GNE,GNE06,GNE06-01-03,71.325,56.629,2822.642,,,,,,,,
GNE,GNE06,GNE06-02-01,96.248,76.68,5491.864,,,,,,,,
GNE,GNE06,GNE06-02-01,89.066,60.456,4254.06,,,,,,,,
GNE,GNE06,GNE06-02-01,71.479,48.009,2309.618,,,,,,,,
GNE,GNE06,GNE06-02-01,77.994,58.845,3257.336,,,,,,,,
GNE,GNE06,GNE06-02-01,59.772,50.481,2070.91,,,,,,,,
GNE,GNE06,GNE06-02-01,34.041,30.404,720.076,,,,,,,,
GNE,GNE06,GNE06-02-01,36.754,26.135,655.261,,,,,,,,
GNE,GNE06,GNE06-02-01,59.354,38.407,1618.788,,,,,,,,
GNE,GNE06,GNE06-02-01,70.511,47.749,2460.589,,,,,,,,
GNE,GNE06,GNE06-02-01,85.761,68.765,4505.415,,,,,,,,
GNE,GNE06,GNE06-02-02,69.036,47.47,2354.988,,,,,,,,
GNE,GNE06,GNE06-02-02,89.956,54.25,3253.404,,,,,,,,
GNE,GNE06,GNE06-02-02,63.856,55.977,2689.723,,,,,,,,
GNE,GNE06,GNE06-02-02,73.624,57.394,3063.142,,,,,,,,
GNE,GNE06,GNE06-02-02,80.39,54.2,3202.878,,,,,,,,
GNE,GNE06,GNE06-02-02,54.837,40.94,1678.412,,,,,,,,
GNE,GNE06,GNE06-02-02,29.855,25.512,536.839,,,,,,,,
GNE,GNE06,GNE06-02-02,31.414,25.767,544.734,,,,,,,,
GNE,GNE06,GNE06-02-02,52.068,29.349,1105.257,,,,,,,,
GNE,GNE06,GNE06-02-02,87.148,64.444,4179.452,,,,,,,,
GNE,GNE06,GNE06-02-03,83.357,68.227,4051.487,,,,,,,,
GNE,GNE06,GNE06-02-03,86.961,63.969,3798.517,,,,,,,,
GNE,GNE06,GNE06-02-03,93.33,64.228,3957.912,,,,,,,,
GNE,GNE06,GNE06-02-03,63.85,50.759,2451.986,,,,,,,,
GNE,GNE06,GNE06-02-03,54.518,43.64,1695.455,,,,,,,,
GNE,GNE06,GNE06-02-03,51.28,34.697,1301.329,,,,,,,,
GNE,GNE06,GNE06-02-03,44.783,29.072,975.402,,,,,,,,
GNE,GNE06,GNE06-02-03,22.704,17.81,301.344,,,,,,,,
GNE,GNE06,GNE06-02-03,75.61,63.033,3381.394,,,,,,,,
GNE,GNE06,GNE06-02-03,80.047,48.436,3032.469,,,,,,,,
GNE,GNE07,GNE07-01-01,125.147,98.799,9130.553,,,,,,,,
GNE,GNE07,GNE07-01-01,109.657,86.952,6771.266,,,,,,,,
GNE,GNE07,GNE07-01-01,96.888,69.426,4987.936,,,,,,,,
GNE,GNE07,GNE07-01-01,79.715,44.504,2398.899,,,,,,,,
GNE,GNE07,GNE07-01-01,94.554,85.285,5575.777,,,,,,,,
GNE,GNE07,GNE07-01-01,93.733,67.63,4058.64,,,,,,,,
GNE,GNE07,GNE07-01-01,54.002,38.273,1498.124,,,,,,,,
GNE,GNE07,GNE07-01-01,61.176,42.724,1915.634,,,,,,,,
GNE,GNE07,GNE07-01-01,30.897,19.213,456.33,,,,,,,,
GNE,GNE07,GNE07-01-01,49.541,29.373,1127.356,,,,,,,,
GNE,GNE07,GNE07-01-02,113.22,91.948,7771.704,,,,,,,,
GNE,GNE07,GNE07-01-02,110.954,92.179,7535.905,,,,,,,,
GNE,GNE07,GNE07-01-02,95.678,64.178,4170.104,,,,,,,,
GNE,GNE07,GNE07-01-02,100.458,74.7,5429.049,,,,,,,,
GNE,GNE07,GNE07-01-02,107.513,83.189,6749.367,,,,,,,,
GNE,GNE07,GNE07-01-02,63.25,50.097,2188.416,,,,,,,,
GNE,GNE07,GNE07-01-02,59.119,44.6,1739.428,,,,,,,,
GNE,GNE07,GNE07-01-02,55.461,43.355,1816.951,,,,,,,,
GNE,GNE07,GNE07-01-02,92.402,79.079,5612.359,,,,,,,,
GNE,GNE07,GNE07-01-02,93.583,60.757,4329.188,,,,,,,,
GNE,GNE07,GNE07-01-03,115.099,95.752,8052.371,,,,,,,,
GNE,GNE07,GNE07-01-03,113.97,66.244,5921.001,,,,,,,,
GNE,GNE07,GNE07-01-03,109.159,66.509,4861.645,,,,,,,,
GNE,GNE07,GNE07-01-03,82.38,73.702,4069.699,,,,,,,,
GNE,GNE07,GNE07-01-03,85.431,68.253,4307.045,,,,,,,,
GNE,GNE07,GNE07-01-03,83.747,57.943,3654.343,,,,,,,,
GNE,GNE07,GNE07-01-03,89.589,66.494,3772.225,,,,,,,,
GNE,GNE07,GNE07-01-03,50.949,27.968,1134.516,,,,,,,,
GNE,GNE07,GNE07-01-03,47.676,35.037,1026.127,,,,,,,,
GNE,GNE07,GNE07-01-03,67.301,33.365,1759.528,,,,,,,,
GNE,GNE07,GNE07-02-01,108.008,71.436,5143.953,,,,,,,,
GNE,GNE07,GNE07-02-01,94.844,75.925,4945.645,,,,,,,,
GNE,GNE07,GNE07-02-01,116.725,77.058,7124.619,,,,,,,,
GNE,GNE07,GNE07-02-01,97.222,51.841,3215.472,,,,,,,,
GNE,GNE07,GNE07-02-01,108.719,94.454,7560.575,,,,,,,,
GNE,GNE07,GNE07-02-01,108.719,77.85,5954.846,,,,,,,,
GNE,GNE07,GNE07-02-01,72.379,55.334,2705.653,,,,,,,,
GNE,GNE07,GNE07-02-01,95.401,68.678,4545.819,,,,,,,,
GNE,GNE07,GNE07-02-01,71.531,43.895,2398.156,,,,,,,,
GNE,GNE07,GNE07-02-01,46.774,27.953,945.774,,,,,,,,
GNE,GNE07,GNE07-02-02,133.057,98.414,9329.992,,,,,,,,
GNE,GNE07,GNE07-02-02,128.379,82.711,6970.36,,,,,,,,
GNE,GNE07,GNE07-02-02,135.935,104.7,9665.244,,,,,,,,
GNE,GNE07,GNE07-02-02,108.386,75.965,5893.049,,,,,,,,
GNE,GNE07,GNE07-02-02,92.079,59.778,4352.656,,,,,,,,
GNE,GNE07,GNE07-02-02,91.198,60.972,4281.103,,,,,,,,
GNE,GNE07,GNE07-02-02,88.554,71.736,4740.97,,,,,,,,
GNE,GNE07,GNE07-02-02,56.744,41.309,1734.952,,,,,,,,
GNE,GNE07,GNE07-02-02,56.779,37.513,1476.88,,,,,,,,
GNE,GNE07,GNE07-02-02,109.965,76.657,5995.957,,,,,,,,
GNE,GNE07,GNE07-02-03,129.047,100.733,8889.257,,,,,,,,
GNE,GNE07,GNE07-02-03,132.131,96.069,9250.391,,,,,,,,
GNE,GNE07,GNE07-02-03,100.953,68.514,5589.272,,,,,,,,
GNE,GNE07,GNE07-02-03,113.983,97.98,7634.378,,,,,,,,
GNE,GNE07,GNE07-02-03,130.239,93.803,8129.059,,,,,,,,
GNE,GNE07,GNE07-02-03,102.695,73.311,5455.723,,,,,,,,
GNE,GNE07,GNE07-02-03,74.125,57.52,3367.945,,,,,,,,
GNE,GNE07,GNE07-02-03,55.692,44.986,1693.455,,,,,,,,
GNE,GNE07,GNE07-02-03,109.38,72.894,5891.928,,,,,,,,
GNE,GNE07,GNE07-02-03,118.936,100.451,8991.197,,,,,,,,
RCI,RCI01,RCI01-01-01,52.493,40.824,1617.629,,,,,,,,
RCI,RCI01,RCI01-01-01,36.776,27.537,698.342,,,,,,,,
RCI,RCI01,RCI01-01-01,34.496,25.563,649.419,,,,,,,,
RCI,RCI01,RCI01-01-01,44.13,29.522,958.741,,,,,,,,
RCI,RCI01,RCI01-01-01,49.721,36.105,1319.354,,,,,,,,
RCI,RCI01,RCI01-01-01,50.014,40.327,1432.982,,,,,,,,
RCI,RCI01,RCI01-01-01,40.141,25.073,767.782,,,,,,,,
RCI,RCI01,RCI01-01-01,39.267,24.352,709.389,,,,,,,,
RCI,RCI01,RCI01-01-01,23.452,15.096,235.148,,,,,,,,
RCI,RCI01,RCI01-01-01,51.137,38.197,1506.368,,,,,,,,
RCI,RCI01,RCI01-01-02,58.21,47.489,2014.487,,,,,,,,
RCI,RCI01,RCI01-01-02,42.759,29.802,923.441,,,,,,,,
RCI,RCI01,RCI01-01-02,43.33,38.137,1164.374,,,,,,,,
RCI,RCI01,RCI01-01-02,38.042,33.662,951.644,,,,,,,,
RCI,RCI01,RCI01-01-02,48.912,43.797,1557.602,,,,,,,,
RCI,RCI01,RCI01-01-02,52.342,37.061,1436.732,,,,,,,,
RCI,RCI01,RCI01-01-02,35.929,23.339,582.59,,,,,,,,
RCI,RCI01,RCI01-01-02,27.346,19.749,399.674,,,,,,,,
RCI,RCI01,RCI01-01-02,31.521,23.949,484.283,,,,,,,,
RCI,RCI01,RCI01-01-02,31.876,25.135,589.842,,,,,,,,
RCI,RCI01,RCI01-01-03,77.967,52.897,3208.158,,,,,,,,
RCI,RCI01,RCI01-01-03,48.096,32.197,1115.916,,,,,,,,
RCI,RCI01,RCI01-01-03,61.261,41.083,1821.041,,,,,,,,
RCI,RCI01,RCI01-01-03,66.476,52.863,2625.074,,,,,,,,
RCI,RCI01,RCI01-01-03,55.142,51.967,2149.673,,,,,,,,
RCI,RCI01,RCI01-01-03,44.495,34.798,1164.573,,,,,,,,
RCI,RCI01,RCI01-01-03,32.936,20.542,480.187,,,,,,,,
RCI,RCI01,RCI01-01-03,27.916,24.63,471.413,,,,,,,,
RCI,RCI01,RCI01-01-03,40.349,29.055,851.893,,,,,,,,
RCI,RCI01,RCI01-01-03,53.146,34.104,1214.825,,,,,,,,
RCI,RCI01,RCI01-02-01,45.36,30.586,875.319,,,,,,,,
RCI,RCI01,RCI01-02-01,43.977,36.483,1071.429,,,,,,,,
RCI,RCI01,RCI01-02-01,47.254,36.049,1214.126,,,,,,,,
RCI,RCI01,RCI01-02-01,32.353,27.679,653.699,,,,,,,,
RCI,RCI01,RCI01-02-01,25.954,21.163,368.304,,,,,,,,
RCI,RCI01,RCI01-02-01,31.969,26.69,552.455,,,,,,,,
RCI,RCI01,RCI01-02-01,30.318,19.643,452.806,,,,,,,,
RCI,RCI01,RCI01-02-01,31.969,18.353,422.513,,,,,,,,
RCI,RCI01,RCI01-02-01,19.764,14.198,180.963,,,,,,,,
RCI,RCI01,RCI01-02-01,35.937,27.465,749.362,,,,,,,,
RCI,RCI01,RCI01-02-02,37.426,31.195,800.747,,,,,,,,
RCI,RCI01,RCI01-02-02,27.153,17.008,315.855,,,,,,,,
RCI,RCI01,RCI01-02-02,34.789,25.896,660.279,,,,,,,,
RCI,RCI01,RCI01-02-02,35.466,27.837,759.48,,,,,,,,
RCI,RCI01,RCI01-02-02,43.093,35.059,1113.428,,,,,,,,
RCI,RCI01,RCI01-02-02,28.729,14.741,288.079,,,,,,,,
RCI,RCI01,RCI01-02-02,41.105,27.92,838.047,,,,,,,,
RCI,RCI01,RCI01-02-02,32.756,24.944,494.416,,,,,,,,
RCI,RCI01,RCI01-02-02,28.784,24.053,502.352,,,,,,,,
RCI,RCI01,RCI01-02-02,26.725,17.008,315.855,,,,,,,,
RCI,RCI01,RCI01-02-03,31.341,21.727,489.923,,,,,,,,
RCI,RCI01,RCI01-02-03,40.257,26.193,782.129,,,,,,,,
RCI,RCI01,RCI01-02-03,31.175,27.624,623.321,,,,,,,,
RCI,RCI01,RCI01-02-03,47.026,28.907,1065.601,,,,,,,,
RCI,RCI01,RCI01-02-03,32.436,24.494,556.622,,,,,,,,
RCI,RCI01,RCI01-02-03,35.071,29.49,722.576,,,,,,,,
RCI,RCI01,RCI01-02-03,22.044,16.442,262.827,,,,,,,,
RCI,RCI01,RCI01-02-03,21.918,16.625,258.063,,,,,,,,
RCI,RCI01,RCI01-02-03,25.718,15.542,266.003,,,,,,,,
RCI,RCI01,RCI01-02-03,23.168,20.575,329.527,,,,,,,,
RCI,RCI02,RCI02-01-01,42.672,37.469,1053.068,,,,,,,,
RCI,RCI02,RCI02-01-01,50.729,33.452,1379.382,,,,,,,,
RCI,RCI02,RCI02-01-01,55.833,40.386,1673.468,,,,,,,,
RCI,RCI02,RCI02-01-01,54.23,40.763,1534.885,,,,,,,,
RCI,RCI02,RCI02-01-01,53.323,42.875,1587.257,,,,,,,,
RCI,RCI02,RCI02-01-01,44.719,35.333,1194.874,,,,,,,,
RCI,RCI02,RCI02-01-01,52.799,31.417,1173.925,,,,,,,,
RCI,RCI02,RCI02-01-01,35.736,32.786,803.297,,,,,,,,
RCI,RCI02,RCI02-01-01,34.18,18.576,461.674,,,,,,,,
RCI,RCI02,RCI02-01-01,28.186,24.617,505.988,,,,,,,,
RCI,RCI02,RCI02-01-02,54.515,34.908,1395.089,,,,,,,,
RCI,RCI02,RCI02-01-02,60.464,48.185,2165.179,,,,,,,,
RCI,RCI02,RCI02-01-02,63.587,56.821,2498.406,,,,,,,,
RCI,RCI02,RCI02-01-02,65.001,48.305,2177.934,,,,,,,,
RCI,RCI02,RCI02-01-02,74.322,50.983,2764.668,,,,,,,,
RCI,RCI02,RCI02-01-02,30.749,24.107,532.526,,,,,,,,
RCI,RCI02,RCI02-01-02,50.199,41.964,1562.5,,,,,,,,
RCI,RCI02,RCI02-01-02,36.257,30.357,791.614,,,,,,,,
RCI,RCI02,RCI02-01-02,30.014,16.071,346.779,,,,,,,,
RCI,RCI02,RCI02-01-02,37.297,27.679,743.782,,,,,,,,
RCI,RCI02,RCI02-01-03,43.586,34.463,1153.634,,,,,,,,
RCI,RCI02,RCI02-01-03,66.317,53.741,2788.617,,,,,,,,
RCI,RCI02,RCI02-01-03,56.648,51.054,2201.371,,,,,,,,
RCI,RCI02,RCI02-01-03,36.887,25.947,718.013,,,,,,,,
RCI,RCI02,RCI02-01-03,46.446,38.071,1188.933,,,,,,,,
RCI,RCI02,RCI02-01-03,30.82,22.031,494.988,,,,,,,,
RCI,RCI02,RCI02-01-03,35.67,23.792,616.127,,,,,,,,
RCI,RCI02,RCI02-01-03,48.475,28.95,946.654,,,,,,,,
RCI,RCI02,RCI02-01-03,31.97,20.11,458.886,,,,,,,,
RCI,RCI02,RCI02-01-03,25.789,18.809,356.198,,,,,,,,
RCI,RCI02,RCI02-02-01,36.822,27.277,711.48,,,,,,,,
RCI,RCI02,RCI02-02-01,49.357,42.654,1492.449,,,,,,,,
RCI,RCI02,RCI02-02-01,59.644,51.934,2259.204,,,,,,,,
RCI,RCI02,RCI02-02-01,58.413,46.499,2057.842,,,,,,,,
RCI,RCI02,RCI02-02-01,38.458,29.656,788.076,,,,,,,,
RCI,RCI02,RCI02-02-01,64.876,52.909,2500.839,,,,,,,,
RCI,RCI02,RCI02-02-01,44.119,28.914,893.1,,,,,,,,
RCI,RCI02,RCI02-02-01,40.303,28.234,874.149,,,,,,,,
RCI,RCI02,RCI02-02-01,45.874,23.993,806.238,,,,,,,,
RCI,RCI02,RCI02-02-01,32.602,17.386,416.148,,,,,,,,
RCI,RCI02,RCI02-02-02,65.181,58.109,2821.583,,,,,,,,
RCI,RCI02,RCI02-02-02,64.251,57.495,2780.403,,,,,,,,
RCI,RCI02,RCI02-02-02,41.483,27.858,864.768,,,,,,,,
RCI,RCI02,RCI02-02-02,55.037,44.971,1711.322,,,,,,,,
RCI,RCI02,RCI02-02-02,59.27,48.957,2213.394,,,,,,,,
RCI,RCI02,RCI02-02-02,35.818,25.277,608.98,,,,,,,,
RCI,RCI02,RCI02-02-02,32.478,17.943,407.043,,,,,,,,
RCI,RCI02,RCI02-02-02,52.692,34.09,1300.32,,,,,,,,
RCI,RCI02,RCI02-02-02,29.272,19.465,395.164,,,,,,,,
RCI,RCI02,RCI02-02-02,27.858,17.619,329.435,,,,,,,,
RCI,RCI02,RCI02-02-03,54.145,44.584,1766.458,,,,,,,,
RCI,RCI02,RCI02-02-03,46.162,38.891,1247.351,,,,,,,,
RCI,RCI02,RCI02-02-03,59.287,52.526,2329.633,,,,,,,,
RCI,RCI02,RCI02-02-03,63.379,55.245,2700.85,,,,,,,,
RCI,RCI02,RCI02-02-03,38.544,26.489,755.133,,,,,,,,
RCI,RCI02,RCI02-02-03,40.766,31.113,905.263,,,,,,,,
RCI,RCI02,RCI02-02-03,48.659,34.222,1291.419,,,,,,,,
RCI,RCI02,RCI02-02-03,41.807,26.184,796.96,,,,,,,,
RCI,RCI02,RCI02-02-03,36.92,31.134,839.534,,,,,,,,
RCI,RCI02,RCI02-02-03,29.435,18.696,404.082,,,,,,,,
RCI,RCI03,RCI03-01-01,52.95,41.926,1662.149,,,,,,,,
RCI,RCI03,RCI03-01-01,62.372,48.075,1629.464,,,,,,,,
RCI,RCI03,RCI03-01-01,89.201,66.923,4194.834,,,,,,,,
RCI,RCI03,RCI03-01-01,93.695,57.206,3520.408,,,,,,,,
RCI,RCI03,RCI03-01-01,86.547,61.47,3650.351,,,,,,,,
RCI,RCI03,RCI03-01-01,78.744,64.286,3808.992,,,,,,,,
RCI,RCI03,RCI03-01-01,67.651,37.135,1909.279,,,,,,,,
